header_capture_month,issuer_name,chip_indicator_uid,product_uid,description,purchase_txn_amt,purchase_txn_cnt
2018-12-01 00:00:00.000000000,BMO Bank of Montreal,3,1,Hardware Stores,3108.46,4
2017-06-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,11046911.51,379205
2016-08-01 00:00:00.000000000,Royal Bank,3,1,"Drug Stores, Pharmacies",873151.90,27674
2018-09-01 00:00:00.000000000,Scotiabank,9,1,Fast Food Restaurants,27681063.74,2527657
2018-05-01 00:00:00.000000000,Scotiabank,2,1,Hardware Stores,462.47,6
2016-10-01 00:00:00.000000000,Scotiabank,9,1,"Drug Stores, Pharmacies",14123334.38,669380
2016-07-01 00:00:00.000000000,TD Canada Trust,9,1,"Eating Places, Restaurants",4452246.63,337592
2017-03-01 00:00:00.000000000,Scotiabank,9,1,"Fuel Dispenser, Automated",4098308.21,163690
2017-03-01 00:00:00.000000000,TD Canada Trust,3,1,Hardware Stores,5267.82,42
2016-06-01 00:00:00.000000000,TD Canada Trust,3,1,"Eating Places, Restaurants",83401.88,2459
2016-05-01 00:00:00.000000000,CIBC,4,1,Fast Food Restaurants,751.55,71
2017-06-01 00:00:00.000000000,Royal Bank,3,1,"Fuel Dispenser, Automated",4458.70,184
2017-05-01 00:00:00.000000000,TD Canada Trust,6,1,"Fuel Dispenser, Automated",0.00,0
2016-07-01 00:00:00.000000000,Royal Bank,7,1,"Fuel Dispenser, Automated",72713990.19,1874708
2018-03-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,95.61,11
2018-06-01 00:00:00.000000000,Scotiabank,9,1,"Drug Stores, Pharmacies",22151361.27,1043826
2017-07-01 00:00:00.000000000,CIBC,5,1,"Eating Places, Restaurants",162319.81,5008
2019-01-01 00:00:00.000000000,CIBC,3,1,Hardware Stores,228.24,3
2018-04-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",182737.61,5114
2018-12-01 00:00:00.000000000,Royal Bank,5,1,Fast Food Restaurants,73996.20,4543
2018-05-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,26400979.92,854923
2018-12-01 00:00:00.000000000,TD Canada Trust,2,1,"Fuel Dispenser, Automated",582.36,142
2016-03-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",46272683.58,1149635
2016-03-01 00:00:00.000000000,CIBC,2,1,"Fuel Dispenser, Automated",113.85,48
2019-01-01 00:00:00.000000000,Scotiabank,4,1,"Eating Places, Restaurants",22.67,1
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Grocery Stores, Supermarkets",2018866.26,85519
2016-11-01 00:00:00.000000000,CIBC,2,1,"Eating Places, Restaurants",7.04,1
2018-12-01 00:00:00.000000000,CIBC,5,1,"Drug Stores, Pharmacies",147996.96,2203
2016-10-01 00:00:00.000000000,CIBC,2,1,"Drug Stores, Pharmacies",10.74,1
2018-11-01 00:00:00.000000000,CIBC,5,1,"Drug Stores, Pharmacies",83766.30,1656
2017-10-01 00:00:00.000000000,TD Canada Trust,9,1,"Drug Stores, Pharmacies",38853650.47,1957658
2018-12-01 00:00:00.000000000,TD Canada Trust,9,1,Hardware Stores,18584798.43,621144
2017-06-01 00:00:00.000000000,CIBC,5,1,Hardware Stores,315995.83,4272
2018-06-01 00:00:00.000000000,Royal Bank,3,1,"Grocery Stores, Supermarkets",108706.25,1432
2016-07-01 00:00:00.000000000,Scotiabank,2,1,"Fuel Dispenser, Automated",339.32,71
2016-10-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",182345.12,6039
2018-08-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,546.74,45
2017-10-01 00:00:00.000000000,TD Canada Trust,5,1,"Fuel Dispenser, Automated",111.63,4
2016-03-01 00:00:00.000000000,TD Canada Trust,3,1,Fast Food Restaurants,67166.50,5346
2016-01-01 00:00:00.000000000,Scotiabank,5,1,"Grocery Stores, Supermarkets",114132.32,2687
2018-01-01 00:00:00.000000000,Scotiabank,9,1,Fast Food Restaurants,20071147.85,1890057
2017-01-01 00:00:00.000000000,Royal Bank,7,1,"Eating Places, Restaurants",60771167.49,1740836
2018-09-01 00:00:00.000000000,Scotiabank,9,1,"Grocery Stores, Supermarkets",12106229.01,525242
2017-04-01 00:00:00.000000000,Royal Bank,3,1,"Grocery Stores, Supermarkets",187701.02,2258
2017-02-01 00:00:00.000000000,CIBC,3,1,Fast Food Restaurants,24.37,4
2018-05-01 00:00:00.000000000,CIBC,7,1,Hardware Stores,78889959.49,938924
2016-07-01 00:00:00.000000000,Scotiabank,7,1,Hardware Stores,62911606.28,918069
2017-07-01 00:00:00.000000000,Scotiabank,4,1,Hardware Stores,54.22,2
2018-01-01 00:00:00.000000000,TD Canada Trust,3,1,Hardware Stores,5040.27,29
2016-10-01 00:00:00.000000000,CIBC,5,1,"Fuel Dispenser, Automated",8026.46,295
2018-12-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Eating Places, Restaurants",30779893.31,756188
2018-07-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Fast Food Restaurants,19775428.57,1771931
2017-07-01 00:00:00.000000000,Scotiabank,3,1,Hardware Stores,53.66,2
2017-04-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,136.52,19
2016-05-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Hardware Stores,168.96,9
2017-11-01 00:00:00.000000000,BMO Bank of Montreal,4,1,"Fuel Dispenser, Automated",0.00,0
2016-12-01 00:00:00.000000000,CIBC,4,1,"Fuel Dispenser, Automated",0.00,0
2018-01-01 00:00:00.000000000,Royal Bank,3,1,"Fuel Dispenser, Automated",0.00,0
2016-05-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",47673408.47,1197629
2016-09-01 00:00:00.000000000,TD Canada Trust,9,1,"Grocery Stores, Supermarkets",6898954.37,348881
2018-01-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Eating Places, Restaurants",80980.52,2422
2016-06-01 00:00:00.000000000,TD Canada Trust,4,1,Hardware Stores,20857.58,574
2016-01-01 00:00:00.000000000,Royal Bank,5,1,"Eating Places, Restaurants",206362.53,6843
2018-09-01 00:00:00.000000000,TD Canada Trust,2,1,"Eating Places, Restaurants",291.24,26
2018-03-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Eating Places, Restaurants",26.82,2
2017-12-01 00:00:00.000000000,Royal Bank,3,1,Fast Food Restaurants,20442.69,1507
2017-06-01 00:00:00.000000000,TD Canada Trust,2,1,"Eating Places, Restaurants",34.50,2
2018-12-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Hardware Stores,140794.45,1472
2016-09-01 00:00:00.000000000,TD Canada Trust,4,1,"Eating Places, Restaurants",10641.57,329
2018-05-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",39378750.57,1147388
2017-09-01 00:00:00.000000000,CIBC,7,1,"Fuel Dispenser, Automated",53547044.75,1289372
2017-08-01 00:00:00.000000000,CIBC,7,1,Fast Food Restaurants,26593665.79,1999854
2016-04-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Drug Stores, Pharmacies",94780.66,2877
2018-11-01 00:00:00.000000000,CIBC,9,1,Fast Food Restaurants,39033365.07,3564728
2016-07-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",99293.64,3069
2016-04-01 00:00:00.000000000,TD Canada Trust,2,1,Fast Food Restaurants,57.34,13
2017-01-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,11613583.24,405062
2016-12-01 00:00:00.000000000,Royal Bank,3,1,"Drug Stores, Pharmacies",126464.78,2611
2016-10-01 00:00:00.000000000,CIBC,3,1,"Eating Places, Restaurants",175.25,4
2018-03-01 00:00:00.000000000,Royal Bank,9,1,"Drug Stores, Pharmacies",51821463.74,2266218
2016-02-01 00:00:00.000000000,TD Canada Trust,5,1,"Fuel Dispenser, Automated",16960.79,508
2018-10-01 00:00:00.000000000,Royal Bank,2,1,"Drug Stores, Pharmacies",10.85,2
2018-10-01 00:00:00.000000000,CIBC,2,1,Fast Food Restaurants,183.03,14
2017-07-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",6083243.39,382723
2018-09-01 00:00:00.000000000,CIBC,5,1,"Drug Stores, Pharmacies",95722.93,2027
2016-08-01 00:00:00.000000000,CIBC,3,1,"Drug Stores, Pharmacies",226.50,12
2016-06-01 00:00:00.000000000,Scotiabank,2,1,"Eating Places, Restaurants",16.06,2
2016-05-01 00:00:00.000000000,Royal Bank,4,1,"Fuel Dispenser, Automated",2280643.38,64302
2018-06-01 00:00:00.000000000,BMO Bank of Montreal,4,1,Hardware Stores,18.06,2
2018-09-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,19850581.53,663587
2019-01-01 00:00:00.000000000,TD Canada Trust,7,1,Hardware Stores,64834836.88,732432
2017-12-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Fast Food Restaurants,15985415.44,1069428
2018-09-01 00:00:00.000000000,TD Canada Trust,9,1,"Drug Stores, Pharmacies",50265418.26,2388501
2018-11-01 00:00:00.000000000,Royal Bank,9,1,"Drug Stores, Pharmacies",55094466.50,2380371
2018-12-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Hardware Stores,49282527.45,537655
2018-08-01 00:00:00.000000000,CIBC,7,1,"Fuel Dispenser, Automated",76116939.90,1624100
2016-01-01 00:00:00.000000000,Royal Bank,3,1,Fast Food Restaurants,481057.48,43015
2018-12-01 00:00:00.000000000,TD Canada Trust,9,1,"Eating Places, Restaurants",20830201.53,1115500
2017-02-01 00:00:00.000000000,Royal Bank,2,1,"Grocery Stores, Supermarkets",680.22,21
2018-04-01 00:00:00.000000000,CIBC,2,1,"Fuel Dispenser, Automated",0.00,76
2017-03-01 00:00:00.000000000,Royal Bank,2,1,"Fuel Dispenser, Automated",277.12,92
2017-03-01 00:00:00.000000000,TD Canada Trust,5,1,"Grocery Stores, Supermarkets",195985.56,4569
2018-09-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Eating Places, Restaurants",31224847.93,842792
2016-04-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Eating Places, Restaurants",32508001.88,1072560
2018-08-01 00:00:00.000000000,BMO Bank of Montreal,2,1,Fast Food Restaurants,121.89,12
2018-01-01 00:00:00.000000000,CIBC,9,1,"Drug Stores, Pharmacies",31131189.91,1413845
2016-02-01 00:00:00.000000000,TD Canada Trust,3,1,"Eating Places, Restaurants",79412.65,2381
2017-04-01 00:00:00.000000000,CIBC,3,1,Hardware Stores,78.03,1
2016-05-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,5021474.05,177162
2016-10-01 00:00:00.000000000,CIBC,7,1,Fast Food Restaurants,29122926.17,2325119
2017-10-01 00:00:00.000000000,CIBC,7,1,"Grocery Stores, Supermarkets",54325379.05,1148196
2016-01-01 00:00:00.000000000,CIBC,4,1,"Grocery Stores, Supermarkets",59671.56,1475
2017-06-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Grocery Stores, Supermarkets",5781697.31,239792
2017-04-01 00:00:00.000000000,Royal Bank,7,1,Fast Food Restaurants,25899122.03,1786532
2017-11-01 00:00:00.000000000,CIBC,4,1,"Fuel Dispenser, Automated",0.00,0
2017-12-01 00:00:00.000000000,TD Canada Trust,7,1,Hardware Stores,114833820.19,1344691
2017-12-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,98012018.58,1072365
2016-04-01 00:00:00.000000000,Royal Bank,3,1,Fast Food Restaurants,530440.00,46179
2016-07-01 00:00:00.000000000,TD Canada Trust,7,1,"Fuel Dispenser, Automated",93424188.99,2550550
2018-01-01 00:00:00.000000000,CIBC,2,1,Fast Food Restaurants,121.86,11
2016-11-01 00:00:00.000000000,Scotiabank,4,1,"Grocery Stores, Supermarkets",0.01,1
2018-01-01 00:00:00.000000000,Scotiabank,7,1,"Grocery Stores, Supermarkets",35037206.01,743661
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Fuel Dispenser, Automated",0.00,0
2017-09-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",28242981.01,1133474
2016-07-01 00:00:00.000000000,Scotiabank,3,1,Hardware Stores,545.45,3
2016-12-01 00:00:00.000000000,Scotiabank,2,1,"Grocery Stores, Supermarkets",205.30,7
2016-08-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",2320108.70,172901
2017-02-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",173397.43,5707
2016-07-01 00:00:00.000000000,CIBC,9,1,Fast Food Restaurants,13442569.46,1379460
2016-09-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Drug Stores, Pharmacies",45334288.42,1335742
2016-03-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",1450127.58,125131
2016-01-01 00:00:00.000000000,Scotiabank,4,1,"Drug Stores, Pharmacies",53.87,3
2017-08-01 00:00:00.000000000,CIBC,5,1,Hardware Stores,245143.85,3475
2018-05-01 00:00:00.000000000,BMO Bank of Montreal,2,1,Fast Food Restaurants,22.80,4
2018-08-01 00:00:00.000000000,Royal Bank,9,1,"Drug Stores, Pharmacies",51588267.49,2302135
2016-06-01 00:00:00.000000000,Scotiabank,7,1,"Eating Places, Restaurants",37373979.67,1185855
2016-03-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",31479292.32,950010
2018-11-01 00:00:00.000000000,Royal Bank,3,1,"Drug Stores, Pharmacies",49337.07,1214
2017-10-01 00:00:00.000000000,CIBC,5,1,"Eating Places, Restaurants",141419.34,4671
2018-06-01 00:00:00.000000000,Scotiabank,5,1,"Fuel Dispenser, Automated",0.00,0
2018-10-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",20.00,6
2018-04-01 00:00:00.000000000,CIBC,3,1,Fast Food Restaurants,5.95,2
2016-11-01 00:00:00.000000000,Royal Bank,3,1,"Eating Places, Restaurants",44771.35,1463
2017-12-01 00:00:00.000000000,Scotiabank,5,1,Hardware Stores,228682.58,2797
2018-05-01 00:00:00.000000000,TD Canada Trust,3,1,"Drug Stores, Pharmacies",3988.91,49
2016-08-01 00:00:00.000000000,CIBC,5,1,Fast Food Restaurants,145412.31,11942
2018-01-01 00:00:00.000000000,CIBC,7,1,"Fuel Dispenser, Automated",51279276.01,1167717
2017-05-01 00:00:00.000000000,TD Canada Trust,7,1,Fast Food Restaurants,41932038.87,3217178
2017-11-01 00:00:00.000000000,TD Canada Trust,7,1,"Fuel Dispenser, Automated",89358001.20,2063486
2018-03-01 00:00:00.000000000,Scotiabank,2,1,"Grocery Stores, Supermarkets",603.64,8
2018-05-01 00:00:00.000000000,TD Canada Trust,4,1,"Eating Places, Restaurants",18.58,4
2017-01-01 00:00:00.000000000,Royal Bank,9,1,"Eating Places, Restaurants",6058097.63,441824
2018-04-01 00:00:00.000000000,TD Canada Trust,4,1,Fast Food Restaurants,5.47,1
2016-12-01 00:00:00.000000000,Scotiabank,5,1,"Fuel Dispenser, Automated",3573.00,114
2018-05-01 00:00:00.000000000,Scotiabank,7,1,"Drug Stores, Pharmacies",43887615.43,1166695
2016-09-01 00:00:00.000000000,BMO Bank of Montreal,3,1,Fast Food Restaurants,6.70,1
2016-04-01 00:00:00.000000000,Scotiabank,4,1,"Drug Stores, Pharmacies",25.00,1
2019-01-01 00:00:00.000000000,Royal Bank,2,1,"Fuel Dispenser, Automated",679.81,118
2016-03-01 00:00:00.000000000,TD Canada Trust,4,1,"Fuel Dispenser, Automated",1384003.52,42535
2016-04-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",9186425.87,395752
2018-09-01 00:00:00.000000000,TD Canada Trust,7,1,"Drug Stores, Pharmacies",72979762.24,1785545
2017-05-01 00:00:00.000000000,Scotiabank,2,1,"Grocery Stores, Supermarkets",527.13,11
2016-02-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Eating Places, Restaurants",143.76,2
2016-03-01 00:00:00.000000000,CIBC,5,1,Hardware Stores,216439.02,3570
2017-04-01 00:00:00.000000000,CIBC,9,1,Hardware Stores,8025681.54,283332
2017-01-01 00:00:00.000000000,Scotiabank,2,1,Fast Food Restaurants,12.10,8
2018-04-01 00:00:00.000000000,TD Canada Trust,3,1,Hardware Stores,5048.43,21
2016-03-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Hardware Stores,40.07,17
2016-06-01 00:00:00.000000000,CIBC,5,1,"Fuel Dispenser, Automated",22715.21,751
2017-01-01 00:00:00.000000000,BMO Bank of Montreal,9,1,Hardware Stores,2377270.18,84559
2017-03-01 00:00:00.000000000,Scotiabank,9,1,"Drug Stores, Pharmacies",15464067.19,736010
2018-03-01 00:00:00.000000000,TD Canada Trust,5,1,"Drug Stores, Pharmacies",128375.15,3046
2017-06-01 00:00:00.000000000,Scotiabank,3,1,"Drug Stores, Pharmacies",156.02,1
2018-10-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,20710529.03,1435121
2016-05-01 00:00:00.000000000,Royal Bank,2,1,"Fuel Dispenser, Automated",17474.54,632
2016-01-01 00:00:00.000000000,Royal Bank,5,1,"Fuel Dispenser, Automated",18065.97,562
2016-09-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",7854.00,302
2017-05-01 00:00:00.000000000,Royal Bank,3,1,"Eating Places, Restaurants",35057.14,1043
2016-02-01 00:00:00.000000000,Scotiabank,5,1,"Fuel Dispenser, Automated",9298.14,294
2016-07-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Drug Stores, Pharmacies",49302685.87,1498662
2017-12-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,23103520.65,707332
2018-06-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Fuel Dispenser, Automated",0.00,5
2018-03-01 00:00:00.000000000,Royal Bank,3,1,"Drug Stores, Pharmacies",59185.43,1370
2018-01-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Drug Stores, Pharmacies",15756209.43,688449
2016-10-01 00:00:00.000000000,Royal Bank,7,1,Hardware Stores,70570298.26,925005
2018-05-01 00:00:00.000000000,Royal Bank,5,1,"Drug Stores, Pharmacies",154879.05,3207
2017-07-01 00:00:00.000000000,Royal Bank,5,1,"Eating Places, Restaurants",286913.62,8286
2019-01-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Drug Stores, Pharmacies",63541.04,1484
2017-07-01 00:00:00.000000000,Scotiabank,9,1,"Grocery Stores, Supermarkets",8769948.01,383271
2016-11-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,22978572.57,1748088
2018-05-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Hardware Stores,52985614.37,649410
2017-11-01 00:00:00.000000000,Royal Bank,4,1,"Fuel Dispenser, Automated",0.00,0
2016-01-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Fast Food Restaurants,89696.52,7508
2016-10-01 00:00:00.000000000,TD Canada Trust,2,1,Hardware Stores,13989.24,475
2016-09-01 00:00:00.000000000,TD Canada Trust,5,1,Fast Food Restaurants,122273.35,9651
2018-08-01 00:00:00.000000000,CIBC,5,1,Hardware Stores,178969.47,2046
2016-12-01 00:00:00.000000000,TD Canada Trust,2,1,"Drug Stores, Pharmacies",46.63,4
2018-11-01 00:00:00.000000000,Scotiabank,5,1,"Eating Places, Restaurants",74652.53,2088
2017-12-01 00:00:00.000000000,TD Canada Trust,5,1,Hardware Stores,305198.06,3590
2016-03-01 00:00:00.000000000,BMO Bank of Montreal,4,1,"Eating Places, Restaurants",29844.01,902
2016-02-01 00:00:00.000000000,Royal Bank,2,1,"Grocery Stores, Supermarkets",2082.89,39
2016-03-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,8334868.33,292829
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Fast Food Restaurants,83800.48,6874
2018-07-01 00:00:00.000000000,CIBC,3,1,"Fuel Dispenser, Automated",0.00,0
2016-02-01 00:00:00.000000000,TD Canada Trust,7,1,Fast Food Restaurants,38907595.50,3034084
2018-05-01 00:00:00.000000000,Scotiabank,6,1,"Fuel Dispenser, Automated",0.00,0
2018-12-01 00:00:00.000000000,Scotiabank,9,1,"Fuel Dispenser, Automated",8632796.98,325335
2017-03-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Grocery Stores, Supermarkets",200.88,2
2018-04-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",35976668.22,809000
2017-09-01 00:00:00.000000000,Royal Bank,7,1,"Eating Places, Restaurants",67987079.20,1917644
2018-12-01 00:00:00.000000000,Scotiabank,2,1,Hardware Stores,229.14,3
2017-11-01 00:00:00.000000000,Royal Bank,2,1,Hardware Stores,881719.09,7070
2016-09-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",2533992.97,199392
2016-04-01 00:00:00.000000000,TD Canada Trust,3,1,Hardware Stores,222098.17,2594
2016-12-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",30798526.63,784948
2018-04-01 00:00:00.000000000,TD Canada Trust,7,1,"Grocery Stores, Supermarkets",65320060.51,1382181
2018-03-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",34494693.40,799245
2018-01-01 00:00:00.000000000,TD Canada Trust,5,1,Fast Food Restaurants,104613.34,7433
2018-08-01 00:00:00.000000000,Scotiabank,2,1,"Fuel Dispenser, Automated",80.00,98
2018-02-01 00:00:00.000000000,Royal Bank,9,1,Hardware Stores,12184047.98,429598
2018-08-01 00:00:00.000000000,CIBC,3,1,"Drug Stores, Pharmacies",41.61,4
2016-02-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Hardware Stores,27056269.78,448372
2016-05-01 00:00:00.000000000,Scotiabank,9,1,"Drug Stores, Pharmacies",11502405.57,556788
2017-09-01 00:00:00.000000000,TD Canada Trust,5,1,Fast Food Restaurants,120007.57,8771
2018-12-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",36074902.57,1364403
2016-12-01 00:00:00.000000000,CIBC,4,1,"Eating Places, Restaurants",181.39,11
2017-05-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Eating Places, Restaurants",2173274.89,143492
2018-09-01 00:00:00.000000000,CIBC,5,1,"Fuel Dispenser, Automated",0.00,4
2018-02-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Fuel Dispenser, Automated",0.00,0
2016-09-01 00:00:00.000000000,Royal Bank,4,1,Fast Food Restaurants,989.14,73
2017-05-01 00:00:00.000000000,TD Canada Trust,9,1,Fast Food Restaurants,39040695.06,3940548
2017-11-01 00:00:00.000000000,Scotiabank,9,1,Hardware Stores,8009073.73,272712
2016-01-01 00:00:00.000000000,CIBC,3,1,"Drug Stores, Pharmacies",101.96,6
2017-10-01 00:00:00.000000000,TD Canada Trust,7,1,"Drug Stores, Pharmacies",87953562.78,2217596
2016-09-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Grocery Stores, Supermarkets",25405672.96,623893
2018-06-01 00:00:00.000000000,BMO Bank of Montreal,5,1,Hardware Stores,140875.24,1692
2017-10-01 00:00:00.000000000,CIBC,7,1,"Eating Places, Restaurants",50498817.09,1510953
2017-08-01 00:00:00.000000000,BMO Bank of Montreal,9,1,"Fuel Dispenser, Automated",3562346.10,145021
2016-07-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Fuel Dispenser, Automated",20.02,1
2017-12-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Fuel Dispenser, Automated",192.22,57
2016-08-01 00:00:00.000000000,BMO Bank of Montreal,2,1,"Drug Stores, Pharmacies",6.93,1
2018-04-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",10591070.68,632132
2018-02-01 00:00:00.000000000,CIBC,5,1,"Eating Places, Restaurants",115319.02,3520
2017-10-01 00:00:00.000000000,TD Canada Trust,5,1,"Eating Places, Restaurants",199326.47,5892
2016-01-01 00:00:00.000000000,Scotiabank,3,1,"Eating Places, Restaurants",32.13,2
2016-12-01 00:00:00.000000000,TD Canada Trust,3,1,"Drug Stores, Pharmacies",34449.33,298
2018-10-01 00:00:00.000000000,CIBC,2,1,"Drug Stores, Pharmacies",0.01,1
2018-04-01 00:00:00.000000000,CIBC,3,1,"Fuel Dispenser, Automated",0.00,0
2018-01-01 00:00:00.000000000,Royal Bank,9,1,"Grocery Stores, Supermarkets",28427666.94,1096695
2017-03-01 00:00:00.000000000,CIBC,9,1,"Fuel Dispenser, Automated",5399441.56,213521
2017-02-01 00:00:00.000000000,TD Canada Trust,5,1,Hardware Stores,159806.69,2162
2016-11-01 00:00:00.000000000,TD Canada Trust,5,1,"Fuel Dispenser, Automated",7146.09,191
2017-10-01 00:00:00.000000000,CIBC,4,1,Fast Food Restaurants,0.57,19
2018-07-01 00:00:00.000000000,Royal Bank,5,1,"Eating Places, Restaurants",221743.09,6197
2018-05-01 00:00:00.000000000,Royal Bank,3,1,"Fuel Dispenser, Automated",0.00,0
2017-01-01 00:00:00.000000000,TD Canada Trust,3,1,"Drug Stores, Pharmacies",16278.53,188
2018-08-01 00:00:00.000000000,CIBC,2,1,"Drug Stores, Pharmacies",0.94,1
2018-09-01 00:00:00.000000000,TD Canada Trust,9,1,Hardware Stores,14287130.09,520253
2017-09-01 00:00:00.000000000,BMO Bank of Montreal,7,1,Hardware Stores,40212517.12,506597
2016-11-01 00:00:00.000000000,Scotiabank,7,1,"Fuel Dispenser, Automated",36543108.76,957493
2016-05-01 00:00:00.000000000,Royal Bank,5,1,"Eating Places, Restaurants",221078.50,6917
2017-12-01 00:00:00.000000000,Scotiabank,3,1,"Drug Stores, Pharmacies",17.90,1
2016-03-01 00:00:00.000000000,Scotiabank,5,1,Hardware Stores,113177.90,1840
2016-11-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Drug Stores, Pharmacies",351.54,4
2018-10-01 00:00:00.000000000,BMO Bank of Montreal,6,1,"Fuel Dispenser, Automated",0.00,0
2016-10-01 00:00:00.000000000,Royal Bank,4,1,Hardware Stores,70.62,2
2016-09-01 00:00:00.000000000,CIBC,7,1,Hardware Stores,62052741.05,899416
2017-05-01 00:00:00.000000000,Scotiabank,9,1,Fast Food Restaurants,18098031.88,1799973
2016-01-01 00:00:00.000000000,CIBC,7,1,Fast Food Restaurants,29343334.32,2425116
2016-10-01 00:00:00.000000000,BMO Bank of Montreal,7,1,"Fuel Dispenser, Automated",32152247.77,851198
2016-03-01 00:00:00.000000000,Scotiabank,4,1,"Drug Stores, Pharmacies",234.87,3
2016-11-01 00:00:00.000000000,BMO Bank of Montreal,5,1,"Drug Stores, Pharmacies",102003.04,2819
2017-04-01 00:00:00.000000000,CIBC,7,1,"Grocery Stores, Supermarkets",55485906.40,1206557
2016-10-01 00:00:00.000000000,Royal Bank,3,1,Hardware Stores,127511.02,1243
2018-02-01 00:00:00.000000000,Scotiabank,5,1,"Drug Stores, Pharmacies",83229.42,2072
2017-04-01 00:00:00.000000000,CIBC,7,1,"Eating Places, Restaurants",52780704.70,1582318
2018-07-01 00:00:00.000000000,CIBC,9,1,"Eating Places, Restaurants",13167138.92,738816
2016-03-01 00:00:00.000000000,BMO Bank of Montreal,3,1,"Fuel Dispenser, Automated",0.00,0
2018-01-01 00:00:00.000000000,TD Canada Trust,2,1,"Grocery Stores, Supermarkets",660.02,20
2016-10-01 00:00:00.000000000,Scotiabank,5,1,Fast Food Restaurants,74426.19,5582
2018-05-01 00:00:00.000000000,Scotiabank,7,1,Fast Food Restaurants,21327151.22,1580984
